latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.620384,-116.430725,788.0,-21600,America/Denver,GMT-6

time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),cloud_cover (%),wind_speed_10m (mp/h),precipitation (inch)
2026-08-05T08:00,61.7,31,30.7,0,3.4,0.000
2026-08-05T09:00,67.7,23,28.6,1,2.2,0.000
2026-08-05T10:00,73.7,17,26.4,1,1.3,0.000
2026-08-05T11:00,79.3,14,26.3,0,0.7,0.000
2026-08-05T12:00,82.5,14,27.7,0,0.6,0.000
2026-08-05T13:00,87.5,13,30.1,0,1.2,0.000
2026-08-05T14:00,91.0,11,28.5,0,1.2,0.000
2026-08-05T15:00,93.6,10,27.6,0,1.5,0.000
2026-08-05T16:00,95.2,8,26.1,0,1.8,0.000
2026-08-05T17:00,96.2,8,25.0,0,1.5,0.000
2026-08-05T18:00,97.3,7,23.1,0,4.2,0.000
2026-08-05T19:00,96.8,7,21.8,0,5.1,0.000
2026-08-05T20:00,94.1,7,22.3,0,4.3,0.000
2026-08-05T21:00,88.1,10,24.0,0,3.6,0.000
2026-08-05T22:00,85.0,11,24.9,0,3.8,0.000
2026-08-05T23:00,81.9,13,26.8,0,2.2,0.000
2026-08-06T00:00,76.7,19,31.3,0,1.6,0.000
2026-08-06T01:00,74.0,22,32.5,0,1.9,0.000
2026-08-06T02:00,72.5,22,31.1,0,3.2,0.000
2026-08-06T03:00,69.8,25,32.5,0,3.2,0.000
2026-08-06T04:00,67.3,30,35.2,0,1.5,0.000
2026-08-06T05:00,65.7,34,36.3,0,1.0,0.000
2026-08-06T06:00,63.7,31,32.5,0,4.4,0.000
2026-08-06T07:00,62.5,30,31.0,0,4.5,0.000
2026-08-06T08:00,65.1,27,30.3,0,4.5,0.000
2026-08-06T09:00,72.5,22,31.2,0,2.9,0.000
2026-08-06T10:00,79.3,16,28.7,0,2.1,0.000
2026-08-06T11:00,84.7,13,28.4,0,1.3,0.000
2026-08-06T12:00,87.4,12,28.2,0,1.4,0.000
2026-08-06T13:00,91.9,11,30.1,0,1.8,0.000
2026-08-06T14:00,95.3,10,30.0,0,2.4,0.000
2026-08-06T15:00,98.1,8,28.1,0,2.8,0.000
2026-08-06T16:00,99.9,8,26.6,0,3.4,0.000
2026-08-06T17:00,100.9,7,26.1,0,3.0,0.000
2026-08-06T18:00,101.7,7,25.9,0,6.3,0.000
2026-08-06T19:00,100.6,7,26.4,0,6.7,0.000
2026-08-06T20:00,97.4,9,29.8,0,4.2,0.000
2026-08-06T21:00,91.4,11,29.9,0,5.5,0.000
2026-08-06T22:00,89.9,12,30.0,0,7.0,0.000
2026-08-06T23:00,87.7,13,30.9,0,7.3,0.000
2026-08-07T00:00,81.5,22,38.6,0,1.7,0.000
2026-08-07T01:00,79.8,23,38.3,0,3.5,0.000
2026-08-07T02:00,77.3,23,36.9,0,4.3,0.000
2026-08-07T03:00,74.0,31,41.8,0,3.4,0.000
2026-08-07T04:00,72.1,33,41.6,0,2.4,0.000
2026-08-07T05:00,69.1,35,40.3,0,1.9,0.000
2026-08-07T06:00,66.7,34,37.7,0,2.4,0.000
2026-08-07T07:00,66.1,35,37.4,0,3.3,0.000
2026-08-07T08:00,67.7,33,37.3,0,2.8,0.000
2026-08-07T09:00,74.5,25,36.7,0,2.6,0.000
2026-08-07T10:00,80.9,20,35.5,0,1.4,0.000
2026-08-07T11:00,86.5,16,34.2,0,0.6,0.000
2026-08-07T12:00,88.9,14,33.4,0,1.2,0.000
2026-08-07T13:00,94.5,11,32.7,0,2.3,0.000
2026-08-07T14:00,98.5,10,31.5,0,3.3,0.000
2026-08-07T15:00,101.3,9,30.9,0,4.2,0.000
2026-08-07T16:00,102.7,8,31.3,0,5.5,0.000
2026-08-07T17:00,103.3,8,30.9,0,5.8,0.000
2026-08-07T18:00,103.0,8,30.1,0,6.8,0.000
2026-08-07T19:00,102.0,8,30.5,0,6.3,0.000
2026-08-07T20:00,99.6,9,30.6,0,5.9,0.000
2026-08-07T21:00,93.8,11,30.7,0,6.2,0.000
2026-08-07T22:00,89.1,13,32.7,0,3.8,0.000
2026-08-07T23:00,86.9,16,34.5,0,2.5,0.000
2026-08-08T00:00,81.6,18,34.0,0,1.0,0.000
2026-08-08T01:00,79.3,20,34.8,0,2.1,0.000
2026-08-08T02:00,76.9,22,34.9,0,1.3,0.000
2026-08-08T03:00,74.8,23,34.3,0,2.3,0.000
2026-08-08T04:00,72.0,26,35.4,0,2.8,0.000
2026-08-08T05:00,71.4,28,36.5,0,0.4,0.000
2026-08-08T06:00,67.6,33,37.0,0,0.2,0.000
2026-08-08T07:00,66.7,34,37.4,0,0.8,0.000
2026-08-08T08:00,69.2,31,37.0,0,1.7,0.000
2026-08-08T09:00,74.7,25,37.0,0,1.6,0.000
2026-08-08T10:00,80.2,20,35.2,1,1.4,0.000
2026-08-08T11:00,85.3,16,34.5,0,1.8,0.000
2026-08-08T12:00,88.4,14,33.7,0,3.9,0.000
2026-08-08T13:00,93.4,12,33.2,0,5.2,0.000
2026-08-08T14:00,97.2,11,33.0,0,6.3,0.000
2026-08-08T15:00,99.8,9,31.2,0,7.2,0.000
2026-08-08T16:00,101.5,8,29.6,0,7.4,0.000
2026-08-08T17:00,101.9,8,28.8,0,8.2,0.000
2026-08-08T18:00,100.8,8,28.9,0,9.3,0.000
2026-08-08T19:00,99.5,9,29.4,4,7.0,0.000
2026-08-08T20:00,96.8,10,30.7,0,5.4,0.000
2026-08-08T21:00,91.7,11,29.9,23,6.8,0.000
2026-08-08T22:00,87.6,17,37.3,16,2.4,0.000
2026-08-08T23:00,86.6,14,30.9,13,8.9,0.000
2026-08-09T00:00,82.9,14,29.7,35,10.7,0.000
2026-08-09T01:00,80.0,17,31.7,49,7.6,0.000
2026-08-09T02:00,76.7,21,34.2,12,5.8,0.000
2026-08-09T03:00,75.0,24,35.5,0,7.2,0.000
2026-08-09T04:00,72.5,26,36.1,0,5.1,0.000
2026-08-09T05:00,69.8,30,37.3,0,3.9,0.000
2026-08-09T06:00,66.6,32,35.5,0,3.8,0.000
2026-08-09T07:00,65.9,33,36.3,0,4.2,0.000
2026-08-09T08:00,68.6,30,35.9,0,5.2,0.000
2026-08-09T09:00,73.3,25,35.7,0,4.1,0.000
2026-08-09T10:00,78.1,21,35.1,0,4.2,0.000
2026-08-09T11:00,82.9,17,34.3,0,4.9,0.000
2026-08-09T12:00,85.5,16,34.4,0,5.4,0.000
2026-08-09T13:00,89.8,13,32.3,0,5.5,0.000
2026-08-09T14:00,93.3,11,30.2,0,5.2,0.000
2026-08-09T15:00,95.6,10,29.5,0,5.8,0.000
2026-08-09T16:00,96.9,9,28.9,0,6.9,0.000
2026-08-09T17:00,97.3,9,28.6,0,7.4,0.000
2026-08-09T18:00,97.3,9,28.6,0,7.1,0.000
2026-08-09T19:00,96.2,9,28.9,0,7.0,0.000
2026-08-09T20:00,92.9,13,35.0,0,3.2,0.000
2026-08-09T21:00,87.4,15,34.4,0,4.3,0.000
2026-08-09T22:00,85.6,16,34.1,0,4.4,0.000
2026-08-09T23:00,81.3,20,36.8,0,4.0,0.000
2026-08-10T00:00,76.8,27,39.9,0,3.0,0.000
2026-08-10T01:00,75.5,25,37.3,0,3.7,0.000
2026-08-10T02:00,73.8,25,35.5,0,4.4,0.000
2026-08-10T03:00,70.3,32,39.4,0,3.3,0.000
2026-08-10T04:00,68.9,35,40.3,0,3.1,0.000
2026-08-10T05:00,67.6,35,39.1,0,3.1,0.000
2026-08-10T06:00,63.4,41,39.0,0,2.3,0.000
2026-08-10T07:00,63.0,40,38.4,0,3.0,0.000
2026-08-10T08:00,66.4,33,36.2,0,4.0,0.000
2026-08-10T09:00,71.7,25,33.9,0,4.0,0.000
2026-08-10T10:00,76.8,20,32.5,0,5.1,0.000
2026-08-10T11:00,81.7,17,33.0,0,6.1,0.000
2026-08-10T12:00,84.9,16,34.1,0,6.5,0.000
2026-08-10T13:00,89.2,13,32.8,0,6.7,0.000
2026-08-10T14:00,92.0,11,30.9,0,6.4,0.000
2026-08-10T15:00,94.1,10,30.2,0,6.1,0.000
2026-08-10T16:00,95.5,10,29.9,0,6.4,0.000
2026-08-10T17:00,95.9,10,30.2,0,7.2,0.000
2026-08-10T18:00,96.2,10,30.0,0,6.9,0.000
2026-08-10T19:00,95.5,10,29.1,0,6.5,0.000
2026-08-10T20:00,93.2,10,28.1,0,6.6,0.000
2026-08-10T21:00,87.7,11,26.3,0,6.7,0.000
2026-08-10T22:00,83.3,14,28.8,0,3.8,0.000
2026-08-10T23:00,80.8,17,32.0,0,1.7,0.000
2026-08-11T00:00,76.4,18,30.1,0,3.3,0.000
2026-08-11T01:00,74.4,19,29.5,0,3.3,0.000
2026-08-11T02:00,72.0,22,30.5,0,3.2,0.000
2026-08-11T03:00,69.9,27,34.4,0,3.6,0.000
2026-08-11T04:00,68.1,34,38.5,0,1.0,0.000
2026-08-11T05:00,66.1,38,39.7,0,1.7,0.000
2026-08-11T06:00,62.4,43,39.6,0,0.4,0.000
2026-08-11T07:00,61.8,41,37.7,0,0.4,0.000
2026-08-11T08:00,63.8,36,36.3,0,0.9,0.000
2026-08-11T09:00,68.5,30,35.7,0,0.9,0.000
2026-08-11T10:00,74.1,24,34.9,1,1.4,0.000
2026-08-11T11:00,80.5,18,33.5,10,3.2,0.000
2026-08-11T12:00,84.9,15,32.4,36,5.3,0.000
2026-08-11T13:00,89.9,12,31.2,21,6.0,0.000
2026-08-11T14:00,93.7,10,29.8,0,6.8,0.000
2026-08-11T15:00,96.2,9,28.1,0,6.9,0.000
2026-08-11T16:00,97.3,8,27.1,0,6.9,0.000
2026-08-11T17:00,97.9,8,26.8,19,6.7,0.000
2026-08-11T18:00,97.8,8,27.2,41,7.0,0.000
2026-08-11T19:00,96.5,9,27.3,61,6.8,0.000
2026-08-11T20:00,94.0,10,28.0,61,5.7,0.000
2026-08-11T21:00,89.4,11,28.6,65,6.6,0.000
2026-08-11T22:00,86.7,12,29.0,57,5.9,0.000
2026-08-11T23:00,85.5,13,29.5,51,5.4,0.000
2026-08-12T00:00,79.3,20,34.2,59,2.0,0.000
2026-08-12T01:00,79.7,17,30.4,72,6.2,0.000
2026-08-12T02:00,77.1,21,34.0,80,6.3,0.000
2026-08-12T03:00,74.4,28,38.8,41,6.5,0.000
2026-08-12T04:00,71.4,32,39.9,80,4.9,0.000
2026-08-12T05:00,70.2,33,40.0,1,4.5,0.000
2026-08-12T06:00,66.8,37,39.5,0,5.4,0.000
2026-08-12T07:00,66.0,38,39.4,0,5.4,0.000
2026-08-12T08:00,68.1,35,39.7,0,4.7,0.000
2026-08-12T09:00,72.3,30,39.5,0,4.0,0.000
2026-08-12T10:00,77.3,26,39.3,0,6.1,0.000
2026-08-12T11:00,81.9,22,38.8,0,7.4,0.000
2026-08-12T12:00,84.7,20,39.1,0,6.7,0.000
2026-08-12T13:00,88.9,17,38.6,0,7.3,0.000
2026-08-12T14:00,91.8,15,38.1,32,7.4,0.000
2026-08-12T15:00,93.7,15,38.3,90,7.1,0.000
2026-08-12T16:00,94.5,14,38.1,70,6.9,0.000
2026-08-12T17:00,94.7,14,37.8,77,7.0,0.000
2026-08-12T18:00,94.6,13,36.9,79,6.5,0.000
2026-08-12T19:00,93.5,14,36.3,87,6.1,0.000
2026-08-12T20:00,91.6,15,36.9,72,3.8,0.000
2026-08-12T21:00,86.4,18,37.9,41,2.9,0.000
2026-08-12T22:00,83.8,20,38.8,57,3.7,0.000
2026-08-12T23:00,81.3,24,41.0,32,1.0,0.000
2026-08-13T00:00,76.7,26,38.9,6,2.6,0.000
2026-08-13T01:00,77.4,24,38.1,5,6.0,0.000
2026-08-13T02:00,74.2,31,41.5,4,6.3,0.000
2026-08-13T03:00,71.6,37,43.6,40,4.7,0.000
2026-08-13T04:00,70.3,39,44.0,68,4.1,0.000
2026-08-13T05:00,69.2,40,43.8,45,3.3,0.000
2026-08-13T06:00,65.2,47,44.6,72,1.9,0.000
2026-08-13T07:00,65.3,46,44.0,47,3.6,0.000
2026-08-13T08:00,67.7,42,43.5,20,4.8,0.000
2026-08-13T09:00,71.7,36,43.0,53,3.1,0.000
2026-08-13T10:00,75.6,31,43.0,83,2.1,0.000
2026-08-13T11:00,79.4,27,42.9,63,3.0,0.000
2026-08-13T12:00,83.3,24,43.3,81,2.5,0.000
2026-08-13T13:00,86.1,22,43.1,91,3.0,0.000
2026-08-13T14:00,88.7,20,42.1,77,4.0,0.000
2026-08-13T15:00,90.6,18,41.3,91,4.2,0.000
2026-08-13T16:00,90.6,18,41.5,100,8.2,0.000
2026-08-13T17:00,87.4,23,44.8,94,12.0,0.000
2026-08-13T18:00,82.9,33,50.9,66,14.0,0.000
2026-08-13T19:00,82.9,32,50.1,98,12.3,0.004
2026-08-13T20:00,81.1,33,48.9,45,10.7,0.000
2026-08-13T21:00,78.5,36,49.5,56,11.6,0.000
2026-08-13T22:00,77.1,39,50.0,30,9.9,0.000
2026-08-13T23:00,76.6,39,50.1,59,7.3,0.000
2026-08-14T00:00,73.2,45,50.6,84,5.1,0.024
2026-08-14T01:00,66.4,73,57.5,86,8.5,0.047
2026-08-14T02:00,64.5,78,57.5,98,16.6,0.039
2026-08-14T03:00,67.4,64,54.7,97,12.6,0.004
2026-08-14T04:00,69.0,56,52.7,63,9.3,0.000
2026-08-14T05:00,68.8,55,52.0,28,9.1,0.000
2026-08-14T06:00,66.1,64,53.8,9,3.8,0.000
2026-08-14T07:00,65.7,66,54.1,37,2.2,0.000
2026-08-14T08:00,67.7,59,53.1,66,2.2,0.000
2026-08-14T09:00,70.0,54,52.5,13,1.8,0.000
2026-08-14T10:00,74.0,46,51.9,39,3.2,0.000
2026-08-14T11:00,77.7,41,52.4,44,4.7,0.000
2026-08-14T12:00,81.2,37,52.4,13,5.7,0.000
2026-08-14T13:00,84.9,32,51.4,34,3.0,0.000
2026-08-14T14:00,86.5,29,50.9,33,1.9,0.000
2026-08-14T15:00,87.6,28,50.6,24,2.1,0.000
2026-08-14T16:00,87.7,27,49.6,15,3.1,0.000
2026-08-14T17:00,88.0,26,48.7,27,3.1,0.000
2026-08-14T18:00,90.1,20,43.1,44,5.3,0.000
2026-08-14T19:00,89.1,19,41.7,7,6.3,0.000
2026-08-14T20:00,86.6,22,43.3,2,7.8,0.000
2026-08-14T21:00,83.6,25,44.4,2,6.7,0.000
2026-08-14T22:00,81.3,27,43.9,2,8.8,0.000
2026-08-14T23:00,79.4,28,43.3,2,6.4,0.000
2026-08-15T00:00,75.3,36,46.8,63,3.3,0.000
2026-08-15T01:00,73.6,40,47.7,64,2.7,0.000
2026-08-15T02:00,72.1,43,48.5,57,0.9,0.000
2026-08-15T03:00,71.2,42,47.0,90,5.5,0.000
2026-08-15T04:00,70.9,41,46.0,90,4.6,0.000
2026-08-15T05:00,71.3,39,44.9,90,5.4,0.000
2026-08-15T06:00,69.1,50,49.5,90,5.9,0.000
2026-08-15T07:00,69.4,53,51.6,93,5.4,0.004
2026-08-15T08:00,71.7,49,51.4,98,3.9,0.000
2026-08-15T09:00,72.9,48,52.1,99,4.1,0.008
2026-08-15T10:00,77.4,37,49.3,98,8.0,0.000
2026-08-15T11:00,82.5,32,49.9,30,9.1,0.000
2026-08-15T12:00,84.3,29,48.7,70,5.3,0.000
2026-08-15T13:00,89.5,22,45.6,27,5.1,0.000
2026-08-15T14:00,91.7,19,43.9,74,4.7,0.000
2026-08-15T15:00,86.1,30,51.0,23,6.6,0.024
2026-08-15T16:00,91.5,17,40.5,10,4.3,0.004
2026-08-15T17:00,91.1,17,40.9,22,5.9,0.008
2026-08-15T18:00,90.7,16,37.7,23,7.1,0.000
2026-08-15T19:00,90.9,16,38.1,19,4.1,0.000
2026-08-15T20:00,88.9,19,41.4,23,2.1,0.000
2026-08-15T21:00,85.6,24,44.3,5,0.6,0.000
2026-08-15T22:00,82.3,25,42.6,2,2.2,0.000
2026-08-15T23:00,80.4,26,42.3,3,3.3,0.000
2026-08-16T00:00,75.1,33,44.3,30,3.7,0.000
2026-08-16T01:00,74.5,34,44.1,27,3.3,0.000
2026-08-16T02:00,72.5,37,44.6,69,3.6,0.000
2026-08-16T03:00,71.7,41,46.6,79,2.9,0.000
2026-08-16T04:00,70.7,45,48.6,76,2.2,0.000
2026-08-16T05:00,69.4,47,48.0,85,2.6,0.000
2026-08-16T06:00,67.1,57,51.4,24,1.6,0.000
2026-08-16T07:00,66.9,56,50.7,41,2.5,0.000
2026-08-16T08:00,68.8,50,49.6,22,2.1,0.000
2026-08-16T09:00,72.0,45,49.4,24,2.0,0.000
2026-08-16T10:00,76.0,40,50.1,27,2.6,0.000
2026-08-16T11:00,80.3,34,49.3,44,1.5,0.000
2026-08-16T12:00,82.1,33,50.0,49,2.0,0.000
2026-08-16T13:00,86.4,28,49.5,63,1.5,0.000
2026-08-16T14:00,89.3,25,49.2,23,1.1,0.000
2026-08-16T15:00,91.8,23,48.7,30,0.5,0.000
2026-08-16T16:00,93.4,21,47.8,44,0.6,0.000
2026-08-16T17:00,94.1,19,46.2,44,1.1,0.000
2026-08-16T18:00,94.8,15,39.3,80,3.1,0.000
2026-08-16T19:00,93.9,14,38.4,64,4.0,0.000
2026-08-16T20:00,92.2,15,37.8,92,5.5,0.000
2026-08-16T21:00,88.8,16,37.1,85,6.2,0.000
2026-08-16T22:00,86.5,18,37.6,69,5.1,0.000
2026-08-16T23:00,84.2,20,38.4,85,5.3,0.000
2026-08-17T00:00,79.7,28,43.8,67,2.4,0.000
2026-08-17T01:00,78.5,30,44.6,55,2.4,0.000
2026-08-17T02:00,76.4,31,43.9,92,1.5,0.000
2026-08-17T03:00,74.9,34,44.6,87,1.4,0.000
2026-08-17T04:00,73.1,36,44.6,91,1.6,0.000
2026-08-17T05:00,71.2,39,45.1,88,1.4,0.000
2026-08-17T06:00,69.0,46,47.3,98,2.3,0.000
2026-08-17T07:00,68.9,45,46.4,100,4.5,0.000
2026-08-17T08:00,71.0,40,45.7,98,4.1,0.000
2026-08-17T09:00,75.5,35,46.0,97,1.8,0.000
2026-08-17T10:00,80.3,31,46.8,96,1.8,0.000
2026-08-17T11:00,83.8,28,47.2,99,1.3,0.000
2026-08-17T12:00,82.9,29,47.6,99,1.5,0.000
2026-08-17T13:00,86.7,26,47.4,99,1.9,0.000
2026-08-17T14:00,88.5,24,47.1,99,1.9,0.000
2026-08-17T15:00,91.2,22,47.0,95,2.9,0.000
2026-08-17T16:00,92.8,20,46.5,70,3.0,0.000
2026-08-17T17:00,93.7,19,45.1,85,1.7,0.000
2026-08-17T18:00,93.4,18,43.0,98,4.3,0.000
2026-08-17T19:00,92.9,17,42.4,84,6.0,0.000
2026-08-17T20:00,91.5,17,40.7,66,6.4,0.000
2026-08-17T21:00,86.3,20,41.0,50,3.6,0.000
2026-08-17T22:00,83.8,22,41.5,31,3.5,0.000
2026-08-17T23:00,81.8,24,42.0,9,3.1,0.000
2026-08-18T00:00,77.6,34,46.7,2,1.1,0.000
2026-08-18T01:00,75.6,36,46.9,30,1.2,0.000
2026-08-18T02:00,73.2,39,46.8,10,2.3,0.000
2026-08-18T03:00,72.0,41,46.7,0,2.7,0.000
2026-08-18T04:00,71.0,42,46.9,30,0.7,0.000
2026-08-18T05:00,69.4,45,47.0,89,1.2,0.000
2026-08-18T06:00,67.2,47,46.1,96,2.4,0.000
2026-08-18T07:00,67.8,47,46.9,38,1.0,0.000
2026-08-18T08:00,68.3,46,46.8,78,1.1,0.000
2026-08-18T09:00,71.5,42,47.5,62,1.5,0.000
2026-08-18T10:00,76.1,36,47.1,84,0.7,0.000
2026-08-18T11:00,81.3,29,46.3,51,2.1,0.000
2026-08-18T12:00,86.5,24,46.0,11,3.3,0.000
2026-08-18T13:00,91.5,20,44.3,22,4.4,0.000
2026-08-18T14:00,94.7,16,42.0,10,5.2,0.000
2026-08-18T15:00,96.4,14,40.3,2,5.8,0.000
2026-08-18T16:00,97.2,13,38.7,3,6.0,0.000
2026-08-18T17:00,97.3,13,37.6,0,6.1,0.000
2026-08-18T18:00,97.7,11,35.3,2,6.7,0.000
2026-08-18T19:00,96.4,12,35.2,2,7.8,0.000
2026-08-18T20:00,93.9,13,35.4,2,4.5,0.000
2026-08-18T21:00,89.1,15,35.3,0,4.4,0.000
2026-08-18T22:00,86.4,17,36.4,0,1.8,0.000
2026-08-18T23:00,82.9,19,36.6,5,1.8,0.000
2026-08-19T00:00,77.4,24,37.6,2,3.2,0.000
2026-08-19T01:00,75.7,26,38.2,0,1.7,0.000
2026-08-19T02:00,73.9,27,37.7,0,2.7,0.000
2026-08-19T03:00,72.8,28,38.1,0,2.3,0.000
2026-08-19T04:00,71.6,28,36.9,2,3.4,0.000
2026-08-19T05:00,69.3,30,36.9,0,1.9,0.000
2026-08-19T06:00,65.9,35,37.2,0,0.9,0.000
2026-08-19T07:00,64.9,36,37.3,0,0.7,0.000
2026-08-19T08:00,65.9,35,37.2,2,1.6,0.000
2026-08-19T09:00,69.7,32,38.2,5,1.5,0.000
